央视频道,#genre#
CCTV10科教,http://txycdn7.video.qq.com/1370437002.m3u8?time=1787493688&from=player&cdn=tcloud&sdtfrom=v401010931632&platform=4010603&butype=31&HLSP2P=1&vkey=nvkey_AQQgIIFQJSzrH0kvd8Phobbpx7NmvnF7_naDc8yFckp8vApeEL2y87bfZ57j82sJ3_mPNBgBcJLOmtKawgSWPVZqzSGUgkExPi-QldJ3MRDP3JCvJTzr8vqgAauamti7B9oeo5ho-eEs_wHfsNp1d-13As6jNaSUTqAjMEZt3lLwWmqoXG8dN0Xpt8urP-0mr2YTXhotq-56SBG_aZsH54DJucZW8szBFVJJJYKL3TU7mPW0djcB5FY7KJSUuKsfVKbIicdYN8rkmsWE1Gelh-WlYlVWb1Ii7XeFtmwLvnuzMEpNo6cnjuJJuVpGOdikwfSVpmQKyrab88SXfjCRn26DWXveSvqdK-okJFbj8-TXI0IdJZ2jt9_R_1_WzfHqdDQ4Wn021pW-tpilQdrGmibDgEYP1lD6qvpLVUenw03jnh5PMXYlNn2l1g2kCvb1t3EedSqwb3S09BvnbnvPO4q7VjXZy1YJsZcsL05Um54wI7__ciiERKrAd7sLJsmcVm0iRrTqPDxRNuECOQpKev4y5bidCYUQ53W4GAvMcRfnP-7unnaE&drmtype=0
CCTV11戏曲,http://txycdn.video.qq.com/1370781503.m3u8?time=1787493632&from=player&cdn=tcloud&sdtfrom=v401010931632&platform=4010603&butype=31&HLSP2P=1&vkey=nvkey_AQQgIKktRC9YmYLj8P70cUqdKBNBOwhy8871el9N0N7ZfmA9EFug6fjG7n1Kz-gxnagKxuwBcGw7x1TNbTBNN0OanVhZi6sHQ4cfsKnJm3-82ktqnTqFndPL1g_W78iVQ1SuDDCy4kE0KU96-t08hSw7s8K_7v3E1TAgQpJHzJCae0nGO_ol5pEZNmkPold8hSZgAKNWfYfv5fRFeKKp6ANuEmBTxYhCQHw2x2YNoHqTUJPz2NcNT7wF_msOIAXiaKzrk4cvd2N4owghE3irscJG9CUmhMItpK9gk1qp2xqhr0gZQUPxMSWuQCNUUxVlgjzHw4YcOs509xB-N_vKHvX6RdMX80GQ05O5uUfsSbnJReTK3z0ULJM8VDMhoeV5WzJvcEaKa2NBPThfuFybgZbkioGPegXN5qyrwCqb6IzVhsSMJQxj612j4uQ5q-pJ1B_-8K_aap-xjn9NX6UQy5fVw3er7qcZoGHvgijQ-YL0M2Ytc80XKmVFFhv1qRxNnAsU7T3eCfao86uPydo8DJxHGXOtIpalHJbkxPINCAOZm9sW3WDy&drmtype=0
CCTV11戏曲,http://txycdn1.video.qq.com/1370781502.m3u8?time=1787493634&from=player&cdn=tcloud&sdtfrom=v401010931632&platform=4010603&butype=31&HLSP2P=1&vkey=nvkey_AQQgIDmXuFqqPtP9xKlvBMC5Wgyiomy1aWL7iCUCSIyDCDXSEMlyPl7h1OoYK8NEyyXi_CEBcG4HYjiyyK_kSyjPUlcjtA2Be8JLlbqIY2uH735YRn2sA2Red1WZzJIQiC8yj4xRBuXmYk7e25q9Y8qbwUM3mjLHuEo80kVlvg5DswEVWix1RUklQ3F049DZLGZGSYHZ9GU7TRns33XoXLnosLEFHKlMP4CvbU78HceFrZns7_erIOIIncgbft6pVpa0EDr-n9W1x3808cHVL_jUgftezkjUCklupRfblLiG83sa2eC9p5jup44LcUeBLin_K02DWt5qJ3DxOXh_nljkfgRJN7fn-aYvRJjs607QzMPlNlDqm60iJqfvzsFWbfTbLXGW9UDQVid3lBeWX56shEHADp9g3lI1sqFr_RrqxCIICx4GeHL3uDdq1ORCvWKvHZJxaULW-Ha57HNZ8QzqRdlzKnXb1_rBNv0q4825_zycun_2DqiQbUJK3hl8dNDx98-l9fAPHqknoCdMMSnUFHFSg05mLWg6Xur0P6KVjRNHwYs1&drmtype=0
CCTV12社会与法,http://txycdn.video.qq.com/1755789203.m3u8?time=1787493556&from=player&cdn=tcloud&sdtfrom=v401010931632&platform=4010603&butype=31&HLSP2P=1&vkey=nvkey_AQQgIIB6klyyGGpJeev3kpRLUWOTB9Gzw-_n-_TZWmDqkODcEPcAFrmpbkl1_o9OgpDXWHoBcMOTl1C9X3H-E5Ejc7n9PSTNtHcqSRULdEE2TMloQVxlaFuesOhnlcGVadV1T89Wsd441ptjhkzYeWGXhvAgV1vF0kpeHwyGwWRYDxcqOz7ZeWSqFu750vA72S53rPFu35sl9KnCqMB3TI3tI2qeht6ATeKND_lBsSsIIVh1vDvzHHGhzxSrnokIlcyQiLOgLCzjsieTuADavmTgJI4kqaFvjc5s2BPru1YX8fjlEc8FsHcRtYF7TaRiV5NNEqJoZRUR7gcrSmgdm2P4uek0k0F3T-lYnMZtRAzbussROtZAAvR9ZonmiAhnmGFewwJgcvNUpF2LBSWWqWlaXYRsr_DK_EaHMnw_j15JoO-71i7r0WHhQk1ptm2J_5bZBYOse32RwdH8KkuWD-H0eDG24F-lMbwT0hqlQNjTNDvXv3So_41jbj65G_xS6BQcVUtytl8qfo6MzTqkX5bmRM0lty6scA9VIAGfJbAy4l2xcjjH&drmtype=0
CCTV12社会与法,http://txycdn4.video.qq.com/1755789202.m3u8?time=1787493558&from=player&cdn=tcloud&sdtfrom=v401010931632&platform=4010603&butype=31&HLSP2P=1&vkey=nvkey_AQQgIF_GY0VBcOjWWridZdBGGClbtxZ_5bsiu_MhdyNWglDLEGEsOuT5f10lAc0dOTTr5I8BcE7ul_EynIHvvZmdGZK6jKSTRGrZwy1-jsMD-9vnTWlTv0owE2ykT5TBiOfL3zVGlquZAWhDu2GSWJnnMHdd3MBILWvpgKmfaylS44ewokA5mPTmTCg9OMyW2hg0vX5_Ky-IJiLRkVB-9mstTCIL_VUj7iqN9v8UqhOz4ki7ZMPegXHfEsJJ69uIgxgTp-ICob61KCIajgvPr-C7wFPBvReYWU9H-lbKr5EO1U2_3PsG-VTZYaaZLQruD7Aa_tNckgw51Jh22Ol8EEbuKWpsAHBFkfN8RYd70eduX9KtEhtPV5EJMOdgetHImluEWiZRkte3h3_FPSCzRNNG_Dns0i-75E1Zj8g3iPAIQu9Owzk85B0zg8J5qqP441IuR7E0yCcN0VoBRxRZfhEN7Q1yNE6KuR14pARZqywc0Si1iImUOFM1fiQwr572gehXKNpVV49LwGm1mpo4odmYRMllZllSKDrpJm9_Wmm80zcqR1Xh&drmtype=0
CCTV13新闻,http://pull-hls-f26.douyincdn.com/media/stream-696306310906118828.m3u8?expire=6a8d5746&sign=d415680ac5adeccaeaf5d24335908baf&arch_hrchy=w1&major_anchor_level=common&exp_hrchy=w1&t_id=037-202608181650131EE478D175EECAD9FA7F-F39U3V
CCTV13新闻,http://txycdn.video.qq.com/1369932003.m3u8?time=1787493425&from=player&cdn=tcloud&sdtfrom=v401010931632&platform=4010603&butype=31&HLSP2P=1&vkey=nvkey_AQQgIB3ZLIDGCNIFIdJUKmY5AQTvSsYphmvoUf5vN1uaHV_tEGgbRHz6bOJHwbQIe3Yp7RcBcIVZ-jxWhokQq7JYzCxXfPR-rd8ArvMBDj0S8F2-mXdQM21Pn974ZS7p6ktZZ8dwIwwwfrW13QrTZrnm396idfzkRyoSJEMifUoN1pM0rN0HBge58VcMnsQpWae72HP3_AlXilAE4aY1aNX734ylP-9c1J1pNmoNz65PFLtYK2e0G7gg6loc7Y9FwkMOZGQSsMFLZHEwiq74X-nmApVbO-pzRv6nAWLaXgmotUB9uw7LSvXWC05zrQevvsOXdzjla6MMCyTcsTHxWmekSqq5w14icE94TdBQcdy_BJWVbUbnp-CnfpHvQSQIFXEIZnt_Yl7WnuiMKs1_pn1iTME04NNHpOS_ZVU_LifgjuQxo30H1unJ-nt8Fd6JgmqE3GU7VGo_NMd6nGiJ32GzBFbQ1QwiweFMupRJ9l2Nx3wk-d5-oJD38IxKBu18x7KZhYy010-8QaaCSjKMwtLjN3-2xOsX7hZ_bELUd0TDHKRf4C6T&drmtype=0
CCTV13新闻,http://txycdn3.video.qq.com/1369932002.m3u8?time=1787493425&from=player&cdn=tcloud&sdtfrom=v401010931632&platform=4010603&butype=31&HLSP2P=1&vkey=nvkey_AQQgIKhb12SrJuncv271XnRS8zK_IjFLzlTJUFDUHl-nBZP9EHNFZd46S01XwPZKjVFt2osBcPybVupANWoGjaYvXVJyaetuv3HN6DzwBUfypcsJpTyxmChpueFbvAPMwGBC1gRFe_Bie7Ca4meyRLq1BJGJ3t_y5GKg9JyYHcV94tVjuryZGXUaZ-fOE43BzQOjuuOCAjcoAR-NWVvYbYMIiKTY0OOQTSufad5pGzHwtkFUfnkK5E8GLpbpit7tSq6_NE_XgPiSWCGoyxeaGtj5Fg4pcKjWLC8ghqItAYtDaUrujQ9Kx5pfnqwuh9sz2U_nxjBJ2dYFkPz4Hr0wazH7qvN6sLrAcwoq10oTxXTytndrQ1arE_6Zk-warWbuoUeIcw6Du-GaT0jdIgIEk6lwIRvUOKHfOsRgbEnL9RhikUgR4VYHPOpY5dI0bC9JrNYQK8RfRuCthLIoKwP4kSYFml0Uu-_aVWPEwlMJJIU4yvxfBKxSu88LU_KAcLd9Lh-AveXhX3NfOPFGqnoCaI1Slz0yDPkjVg3FZNByTmDryD21xJ3U&drmtype=0
CCTV14少儿,http://txycdn.video.qq.com/1755770103.m3u8?time=1787493371&from=player&cdn=tcloud&sdtfrom=v401010931632&platform=4010603&butype=31&HLSP2P=1&vkey=nvkey_AQQgIIVxyQX_4TstDViywJQGBH8VeQKkyceDyImQvhdxUHFgEMeDdz50lHiTCVflXX-GiTIBcG0Xj9sR7Vp1eEch0MjKPANAOmvs_MvUMKuW0FTOxb80cQHneJqGbHzfaGNy2L-jzG_ArpWeswWFr_xzjGk9OucBg7DELOPGQHW-FRAHuk7jPFNedjN6C4xBMrDKD6SFr_gfudHXZ0RR8m5WJ7YtV6zFjQcyopa0AeJvYrgh1fIVYtvaoGK1WQpnDd8Ze2zhL3pcdHwlj3cG3ht9dZygYH-KkiN5z3f3XKSVcFZgKW4iNtC2d8x7goKl7obbHPKg2aMAW672fVMcQZGzC5DELB4LAQ-OTXYDi1HMFFwNKYKoHV1jnmcodZElPtnF7ZAahy_MTCrgUIDrSivPYdTYNwXRyoW594SKgEmZEpaS8fwZDiSOLgVmLAU-V5GwkM-p4sb-zqfys8PCWLKd1jmPWeu6CK_2PoU-wMnGpcE39vc2kOv-nfsP3Xlsbl9-SfXtPbY76Wn70drL1AUML60QZS5jzqbdJsUCDTZLvEXGzdR3&drmtype=0
CCTV14少儿,http://txycdn5.video.qq.com/1755770102.m3u8?time=1787493370&from=player&cdn=tcloud&sdtfrom=v401010931632&platform=4010603&butype=31&HLSP2P=1&vkey=nvkey_AQQgIIOr0nyrcABB6O9DP4JfVheDw1EGCKzI7S8HcPF47XtDECrMTtmJxzDVffbXbtwkh08BcGoUjwJfMcbDnnSR7qjb5pVHMh-47NlVR5njVQO11Od3d2SLjBW47228XPuSgnzvLa_ynBO06udDPbGvqMM6m1AKqxyNoM-29-rDMoXD6EarAUF0dJFA20wKcH4VCoqJTy0HkgfluyMSQTxBfzRhJnDzjNuWZ9k5xUAzhG5UU4C_dkIjcUBO2HuIajuhwL9Tmq8yFxEYJ6auucR8Rwfb1jZuR-tNtLmskOvrUKMyAizR5VlCuV4ToBcbXKaTdWfPbDCYdt59t8JPeTUMHEmdBsAK6fo8kxdZnCDy0GDBQe0gg7UfyBJnWqtL-J8xt7-_-G3EwzIYV7sxI2cqLgYWNFkhXLZtKpU11NvHKp4HfHL9cIsQ2HjfFuNKOn9C0A-2KztT-MIdfgzZ2Ml_IOqkNzUX5toF3MBvYY7zvQA4pc3Neo6__zmyFNpPTHpiwq6HrqUNk52X2vs_ZupZZzMgYJHkaGlIdn0RsJKNQHEE59Sj&drmtype=0
CCTV15音乐,http://txycdn3.video.qq.com/1370782102.m3u8?time=1787493319&from=player&cdn=tcloud&sdtfrom=v401010931632&platform=4010603&butype=31&HLSP2P=1&vkey=nvkey_AQQgIJk_Jel6TItOsKNghzUakb4cCX839-GnWogiKi-Xuaj0EPbljKGAeDt8LLDtt4d2AUgBcDQ7scruO8JGo77njRz02oudcnCfQ-HfIIgE_MC0MsjXi7sdxOyaPRNbe3btA2WmM6Mh7ct-rK30u7BuWhqq-cgb7XNVqOhGL3Vx-peLhxyUXgyMxEAg5zhCMuoCKQJQGdh7p9E5jBVONv0WJLQxQ7OPdZFbfvR91Au0TIKgrXZgjYEU6iMuG6C8VABJV4aR3QiNag1Wgm8VZLbrxYxleB61M82V8hSzKPsNOO4zfkMKIjyLIKlaqgCGr5S6LoNdkAxZq5UVvDBrLdqz_NF7jkG5GSHyrQmFmYm7SEmLOh_0xIi3ou_dlXvjt0zG0CR5PwKbCG4jg5taUFRgwq_rus9BZ0gNqwb1s0jpLh8POsqbz7pOt9iRvNQCq93IYH5GynU3YniMySZIMBmqCAC-oX3qabsI1ieUNKEtwxVRmcJyQuPMNv01iRNjlnqZXa2zCg5pVhKLm16rG8m4Y2AbSkZtOuZaqsqvT4lkhHNSD3mW&drmtype=0
CCTV16奥林匹克,http://txycdn.video.qq.com/1370437803.m3u8?time=1787493249&from=player&cdn=tcloud&sdtfrom=v401010931632&platform=4010603&butype=31&HLSP2P=1&vkey=nvkey_AQQgIHD6UlELt8wz2rruJnyEWUJkbSnvkJ_bNqKLAh3hmi-NEPl_u8y90BgAA9I1rBB8Z8gBcGKQH6PZvHAiI8wzrFR0cgoNZhwtEvzesUufx9OfC28oBFfL6PVqI425mvdb-dFJs-hykDG3wi2zbPoHaGjdZCrDirIOOpkPTvT1ly5mphfUc-kO4g3SNAI_nOC4l_CjwEo4GBMytvrUV40n3fOewzby-dDO0hBw88dWYdPNkzLA6fLWF-77RR-Udpp_kOFT2ECyDqWA0YpV_rsNz-5qi7HCZx_HCl6uNlFm7_HVzCkgdg6B4JgQCAPuGfhz9brG9mtPnw67Qkm1k-b1bhlsMivSXgfUYxG3GDX5abeezPiNQF-iCqmVMmVu73Dmd9v7Am_0x4u-QL5gI1HC4ekBM8ABmo3nUZr-yh9nxmE1dYMYAv22O6gcH9TEuQcpnMVjl_r_0Sqj7LtBd3CSXEpXLU0qQcll8Wwoz-BUOOHm4V0tyEpA_rFHgTfFKr3HrlBlwFukbDQxszM-te4tSJgqQlZQXwu_ZlLbrfYQReevHaA-&drmtype=0
CCTV16奥林匹克,http://txycdn4.video.qq.com/1370437802.m3u8?time=1787493248&from=player&cdn=tcloud&sdtfrom=v401010931632&platform=4010603&butype=31&HLSP2P=1&vkey=nvkey_AQQgIM2agfL_i9Zlo45Ay2CRhznZQNGzJdgS2W5pm4qjomgvEC2QDmsn5mHi0LYAli9OXj0BcE3tH5oJljhazxg7rTdoxcIg74CQbY6xlm0xw6hS6TcBNC2Fe1s7FyBJwa4jbakdOEIwny3pIqKF2q7saMJA7sW_dqb6S_oG8AJD6p-6r_RgnoWFvJ5tmh35vyeRf-O-VQH3XrYZTaB6cedpTsvJPfBFJ2jZapqXc9JHZqfPuMQRtVbIvx2gal1sICzZFze2Oy1A8P0vDtNJd2DIZtSXPePKVTad_WSH0yhzaD-c_KtaMdRmEEqdxNskUrml_1mfzXNRyhzjhODxdSbThipYoDz5rUe2qKpyOEKmFGzfxRNQu6tViDRpapQxUjY4CokAeROdbWmavr386C8njq8AdanxUF5DeWv7vG_cIVQC8jhst16v8mX6noR8MqzImsy_sZ152X4uAP8CgwdeeYr0Ow7t505vF6X1KR_sDWXnz7G_Sug9Ak35DKNrMV8PyX3RG6mZ-7TpX8asIi2ycpHUKn-O59xwzK_wtZTfEmpLg1DC&drmtype=0
CCTV16奥林匹克,http://38.75.136.137:98/gslb/dsdqpub/cctv16hd.m3u8?auth=testpub
CCTV世界地理,http://38.75.136.137:98/gslb/dsdqpub/sjdl.m3u8?auth=testpub
CCTV风云足球,http://38.75.136.137:98/gslb/dsdqpub/fyzq.m3u8?auth=testpub
CCTV央视文化精品,http://38.75.136.137:98/gslb/dsdqpub/ysjp.m3u8?auth=testpub
CCTV央视台球,http://38.75.136.137:98/gslb/dsdqpub/ystq.m3u8?auth=testpub
CCTV女性时尚,http://38.75.136.137:98/gslb/dsdqpub/nxss.m3u8?auth=testpub
CCTV第一剧场,http://38.75.136.137:98/gslb/dsdqpub/dyjc.m3u8?auth=testpub
CCTV高尔夫网球,http://38.75.136.137:98/gslb/dsdqpub/gefwq.m3u8?auth=testpub
CCTV怀旧剧场,http://38.75.136.137:98/gslb/dsdqpub/hjjc.m3u8?auth=testpub
CCTV风云剧场,http://38.75.136.137:98/gslb/dsdqpub/fyjc.m3u8?auth=testpub
CCTV风云音乐,http://38.75.136.137:98/gslb/dsdqpub/fyyy.m3u8?auth=testpub
CCTV电视指南,http://38.75.136.137:98/gslb/dsdqpub/dszn.m3u8?auth=testpub
CCTV卫生健康,http://38.75.136.137:98/gslb/dsdqpub/wsjk.m3u8?auth=testpub
卫视频道,#genre#
湖南卫视,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/Y2RuZXhfaWQ9YWxfaGxzX2xkdnQmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
湖南卫视,https://hlsbkmgsplive.miguvideo.com/wd-hunanhd-2500/01.m3u8?&HlsSubType=&encrypt=
湖南卫视,https://hlsbkmgsplive.miguvideo.com/wd-hunanhd-1200/01.m3u8?&HlsSubType=&encrypt=
浙江卫视,http://ali-xwl.cztv.com/live/channel011080Plxw.m3u8
浙江卫视,http://ali-xwl.cztv.com/live/channel01720Plxw.m3u8
江苏卫视,https://hlsbkmgsplive.miguvideo.com/migu/kailu/jswshd265/55/20200407/01.m3u8?&HlsSubType=&encrypt=
广东卫视,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/gdwshd265/54/20200407/01.m3u8?msisdn=d107dc280a66418ffeb76d4cd9128a93&mdspid=&spid=699054&netType=0&sid=2202428795&pid=2028597139&timestamp=20260823215258&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=608831231&ParentNodeID=-99&assertID=2202428795&client_ip=120.229.18.156&SecurityKey=20260823215258&promotionId=&mvid=2202428795&mcid=500020&playurlVersion=ZQ-A1-9.8.1-SNAPSHOT&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=7c2d7d0f548b1346044c457789d63f06&sv=10004&ct=android&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=44bbb818ba0b76c0310b6c6b39b1bb7c
深圳卫视,http://38.75.136.137:98/gslb/dsdqpub/szwshd.m3u8?auth=testpub
